@relation 'Analy-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,23,25-26,30,32,34-35,37-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast'

@attribute rollno {11CO18,11CO35,11CO37,11CO54,12CO03,12CO04,12CO06,12CO10,12CO18,12CO19,12CO25,12CO33,12CO34,12CO35,12CO41,12CO42,12CO45,12CO50,12CO51,12CO57,12CO84,13CO04,13CO06,13CO07,13CO09,13CO10,13CO11,13CO12,13CO13,13CO14,13CO16,13CO17,13CO18,13CO19,13CO21,13CO22,13CO23,13CO24,13CO25,13CO28,13CO29,13CO30,13CO32,13CO34,13CO36,13CO38,13CO39,13CO44,13CO46,13CO48,13CO49,13CO50,13CO52,13CO53,13CO54,13CO55,13CO56,13CO57,13CO60,13CO77,13CO78,14CO01,14CO02,14CO03,14CO04,14CO05,14CO06,14CO07,14CO08,14CO10,14CO11,14CO12,14CO14,14CO15,14CO16,14CO17,14CO19,14CO21,14CO22,14CO23,14CO25,14CO28,14CO29,14CO30,14CO31,14CO33,14CO34,14CO35,14CO36,14CO37,14CO38,14CO39,14CO40,14CO41,14CO42,14CO43,14CO44,14CO47,14CO48,14CO49,14DCO52,14DCO53,14DCO56,14DCO57,14DCO58,14DCO61,14DCO63,14DCO65,14DCO66,14DCO69,15DCO44,15DCO46,15DCO47,15DCO48,15DCO49,15DCO50,15DCO51,15DCO52,15DCO53,15DCO54,15DCO55,15DCO56,15DCO57,15DCO58,15DCO59,15DCO60,15DCO61,15DCO62,15DCO63,15DCO64,15DCO65,15DCO66,15DCO67,15DCO68,15DCO69,15DCO70,15DCO71,15DCO72,15DCO73,15DCO74,15DCO75,15DCO76,15DCO77,15DCO78}
@attribute study_hrs {0,1,2,3,4,5}
@attribute health {EXCELLENT,POOR,AVERAGE,GOOD}
@attribute tution {NO,YES}
@attribute source_fees {PARENTS,SCHOLARSHIP,MULTIPLE,RELATIVES}
@attribute drop_yr {YES,NO}
@attribute campus_feedback {1,2,3,4,5}
@attribute travel_time {'1 TO 2 HOURS','MORE THAN 3 HOURS','2 TO 3 HOURS',1,'UPTO 1 HRS','UPTO 1 HOUR'}
@attribute family_type {NUCLEAR,JOINT,EXTENDED}
@attribute annual_income {'5 LAKHS AND ABOVE','2 TO 2.99 LAKHS','1 TO 1.99 LAKHS','LESS THAN 1 LAKH','4 TO 4.99 LAKHS','3 TO 3.99 LAKHS'}
@attribute father_edu {0,1,2,3,4,5}
@attribute mother_edu {0,1,2,3,4}
@attribute father_occup {'SALARIED EMPLOYEE',BUSINESS,'DEFENCE SERVICE(AIRFORCE)','NO JOB',SERVICE,'PASSED AWAY',HELPER,DRIVER,'SELF EMPLOYEE',ELECTRICIAN,'BMC SERVICE (ASST. ENGINEER)',JOB,BUSSINESS,'SELF EMPLOYEED'}
@attribute mother_occup {HOUSEWIFE,'SALARIED EMPLOYEE',BUSINESS,'HOUSE WIFE'}
@attribute challenges_family {'NO PROBLEM',NONE,'ANY ILL PERSON',NO,'SALARIED EMPLOYEE','NO CHALLENGES',FAINANCES}
@attribute cast {OPEN,OBC,GENERAL,MUSLIM,HINDU}
@attribute mother_tounge {HINDI,URDU,MARATHI,GUJARATI,KONKANI,TAMIL,BENGALI}
@attribute kts {0,1,2,3,4,5,6,7}
@attribute ssc {'FIRST CLASS',DISTINCTION,'SECOND CLASS'}
@attribute hsc {'FIRST CLASS','SECOND CLASS',DISTINCTION,'FRIST CLASS'}
@attribute medium {ENGLISH,VERNACULAR}
@attribute location {MUMBRA,MUMBAI,THANE,'NAVI MUMBAI',RAIGARH,RATNAGIRI,RAIGAD,NULL}
@attribute trav_medium {NULL,TRAIN}
@attribute gender {MALE,FEMALE}
@attribute course_id {CPC501,CPC502,CPC503,CPC504,CPL501,CPL502,CSC401,CSC402,CSC403,CSC404,CSC405,CSC406,CSC301,CSC302,CSC303,CSC304,CSC305,CSC306,CPC601,CPC602,CPC603,CPC604,CPE6012,CPL605,FEC205-CO}
@attribute kt {NO,YES}
@attribute att {EXCELLENT,GOOD,AVERAGE,POOR}
@attribute test {-1,0,4,5,6,7,8,9,10}

@data
15DCO44,1,GOOD,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,BUSSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC306,NO,AVERAGE,4
13CO18,3,EXCELLENT,NO,PARENTS,NO,4,'UPTO 1 HRS',JOINT,'2 TO 2.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,1,DISTINCTION,'FIRST CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC403,NO,EXCELLENT,6
13CO29,2,EXCELLENT,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'5 LAKHS AND ABOVE',4,4,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,DISTINCTION,ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC306,NO,POOR,6
13CO44,2,EXCELLENT,NO,PARENTS,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',0,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,2,DISTINCTION,'SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC403,NO,EXCELLENT,6
13CO11,0,POOR,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CSC401,NO,POOR,6
14CO12,3,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,2,BUSINESS,HOUSEWIFE,'NO CHALLENGES',OPEN,KONKANI,6,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC304,NO,GOOD,6
12CO51,1,GOOD,NO,PARENTS,YES,3,'2 TO 3 HOURS',NUCLEAR,'4 TO 4.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,THANE,NULL,MALE,CSC402,NO,POOR,6
14DCO57,0,GOOD,NO,PARENTS,NO,5,'MORE THAN 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,2,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CPC503,NO,AVERAGE,6
14DCO58,2,EXCELLENT,NO,SCHOLARSHIP,NO,3,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',3,2,'NO JOB',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,5,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC406,NO,AVERAGE,6
14DCO66,1,POOR,NO,RELATIVES,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC406,NO,AVERAGE,6
15DCO59,1,EXCELLENT,YES,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'5 LAKHS AND ABOVE',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,6
15DCO44,1,GOOD,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,BUSSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,AVERAGE,7
15DCO77,1,EXCELLENT,NO,PARENTS,NO,5,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',1,3,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'SECOND CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,AVERAGE,7
14CO19,4,AVERAGE,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',0,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,6,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC304,NO,POOR,7
15DCO53,1,EXCELLENT,NO,MULTIPLE,NO,5,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC304,NO,AVERAGE,7
15DCO56,1,GOOD,YES,PARENTS,NO,5,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,KONKANI,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC304,NO,GOOD,7
14CO31,5,AVERAGE,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'5 LAKHS AND ABOVE',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC302,NO,POOR,7
12CO45,4,AVERAGE,NO,PARENTS,YES,1,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',0,0,'NO JOB','SALARIED EMPLOYEE','NO PROBLEM',OPEN,HINDI,6,'FIRST CLASS','FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC301,YES,AVERAGE,0
12CO51,1,GOOD,NO,PARENTS,YES,3,'2 TO 3 HOURS',NUCLEAR,'4 TO 4.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,THANE,NULL,MALE,CSC401,YES,POOR,0
13CO19,1,AVERAGE,NO,PARENTS,NO,2,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,4,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC401,YES,POOR,0
12CO51,1,GOOD,NO,PARENTS,YES,3,'2 TO 3 HOURS',NUCLEAR,'4 TO 4.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,THANE,NULL,MALE,CSC306,YES,AVERAGE,0
14CO25,1,GOOD,NO,MULTIPLE,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,0,'SALARIED EMPLOYEE',HOUSEWIFE,'SALARIED EMPLOYEE',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC304,NO,AVERAGE,10
13CO11,0,POOR,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CSC304,NO,EXCELLENT,10
14CO48,1,GOOD,NO,PARENTS,NO,3,'UPTO 1 HRS',NUCLEAR,'1 TO 1.99 LAKHS',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,BENGALI,0,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,9
14CO10,3,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,3,SERVICE,HOUSEWIFE,'NO CHALLENGES',OPEN,URDU,1,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,FEMALE,CSC304,NO,AVERAGE,9
15DCO48,1,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',JOINT,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC305,NO,POOR,-1
13CO48,4,EXCELLENT,YES,SCHOLARSHIP,YES,3,'2 TO 3 HOURS',NUCLEAR,'3 TO 3.99 LAKHS',1,1,BUSINESS,BUSINESS,'ANY ILL PERSON',OPEN,HINDI,3,DISTINCTION,'FIRST CLASS',ENGLISH,THANE,NULL,MALE,CSC304,NO,EXCELLENT,5
14CO22,2,GOOD,NO,MULTIPLE,NO,3,'MORE THAN 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OBC,MARATHI,3,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,POOR,5
13CO11,0,POOR,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CSC301,NO,POOR,8
15DCO49,1,GOOD,NO,PARENTS,NO,4,'UPTO 1 HRS',NUCLEAR,'1 TO 1.99 LAKHS',2,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC304,NO,GOOD,4
13CO11,0,POOR,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',3,3,'SALARIED EMPLOYEE','SALARIED EMPLOYEE','NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,FEMALE,CSC306,NO,AVERAGE,6
14CO01,2,GOOD,NO,MULTIPLE,NO,4,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',2,1,SERVICE,HOUSEWIFE,'NO CHALLENGES',OPEN,URDU,7,DISTINCTION,'FRIST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC303,NO,GOOD,6
14CO28,2,AVERAGE,NO,PARENTS,NO,2,'1 TO 2 HOURS',NUCLEAR,'4 TO 4.99 LAKHS',3,3,'BMC SERVICE (ASST. ENGINEER)',HOUSEWIFE,'NO CHALLENGES',MUSLIM,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,GOOD,6
14CO31,5,AVERAGE,NO,PARENTS,NO,3,'1 TO 2 HOURS',NUCLEAR,'5 LAKHS AND ABOVE',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,DISTINCTION,DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC306,NO,POOR,6
14CO41,1,GOOD,NO,MULTIPLE,NO,3,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,MARATHI,3,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,GOOD,6
15DCO70,1,AVERAGE,NO,MULTIPLE,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'SECOND CLASS','SECOND CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,GOOD,7
15DCO69,2,GOOD,NO,MULTIPLE,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'FIRST CLASS','SECOND CLASS',ENGLISH,NULL,NULL,MALE,CSC302,NO,POOR,7
15DCO70,1,AVERAGE,NO,MULTIPLE,NO,3,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,'SECOND CLASS','SECOND CLASS',ENGLISH,NULL,NULL,MALE,CSC302,NO,POOR,7
15DCO64,1,EXCELLENT,NO,MULTIPLE,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS',DISTINCTION,ENGLISH,NULL,NULL,MALE,CSC306,NO,GOOD,4
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC403,NO,AVERAGE,5
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC406,NO,AVERAGE,5
14DCO65,2,AVERAGE,NO,SCHOLARSHIP,NO,3,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',2,2,'NO JOB',HOUSEWIFE,'SALARIED EMPLOYEE',OPEN,HINDI,5,DISTINCTION,'FIRST CLASS',VERNACULAR,NULL,NULL,FEMALE,CSC403,NO,GOOD,5
12CO06,1,AVERAGE,NO,PARENTS,YES,3,1,NUCLEAR,'4 TO 4.99 LAKHS',3,1,'DEFENCE SERVICE(AIRFORCE)',HOUSEWIFE,NONE,GENERAL,HINDI,5,DISTINCTION,'SECOND CLASS',ENGLISH,MUMBAI,NULL,FEMALE,CSC401,NO,POOR,5
14DCO56,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',4,2,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC301,NO,AVERAGE,5
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC301,NO,AVERAGE,8
13CO36,1,GOOD,YES,PARENTS,YES,3,'UPTO 1 HRS',NUCLEAR,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,3,'SECOND CLASS','SECOND CLASS',ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC305,NO,POOR,8
14CO38,2,GOOD,NO,PARENTS,NO,3,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,GUJARATI,1,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,8
14DCO56,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',4,2,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC404,NO,AVERAGE,8
14CO25,1,GOOD,NO,MULTIPLE,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,0,'SALARIED EMPLOYEE',HOUSEWIFE,'SALARIED EMPLOYEE',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,NO,EXCELLENT,8
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CPC501,NO,POOR,4
14DCO53,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC306,NO,EXCELLENT,4
13CO32,1,EXCELLENT,NO,PARENTS,NO,3,'1 TO 2 HOURS',JOINT,'1 TO 1.99 LAKHS',2,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,2,'FIRST CLASS','SECOND CLASS',ENGLISH,MUMBAI,NULL,MALE,CSC306,NO,POOR,4
13CO60,2,GOOD,NO,PARENTS,NO,2,'UPTO 1 HOUR',JOINT,'2 TO 2.99 LAKHS',1,1,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,1,DISTINCTION,'FIRST CLASS',ENGLISH,MUMBAI,TRAIN,MALE,CPC501,NO,AVERAGE,4
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CPC503,NO,POOR,6
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CPC504,NO,POOR,6
12CO18,1,GOOD,NO,PARENTS,YES,4,'1 TO 2 HOURS',JOINT,'LESS THAN 1 LAKH',1,0,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,4,'SECOND CLASS','SECOND CLASS',VERNACULAR,MUMBAI,NULL,MALE,CSC404,NO,AVERAGE,6
12CO50,1,AVERAGE,NO,MULTIPLE,YES,4,'MORE THAN 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,2,BUSINESS,BUSINESS,'NO PROBLEM',OPEN,URDU,3,'SECOND CLASS','SECOND CLASS',ENGLISH,THANE,NULL,MALE,CPC502,NO,POOR,6
14DCO56,1,EXCELLENT,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'2 TO 2.99 LAKHS',4,2,BUSINESS,HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC403,NO,GOOD,6
12CO06,1,AVERAGE,NO,PARENTS,YES,3,1,NUCLEAR,'4 TO 4.99 LAKHS',3,1,'DEFENCE SERVICE(AIRFORCE)',HOUSEWIFE,NONE,GENERAL,HINDI,5,DISTINCTION,'SECOND CLASS',ENGLISH,MUMBAI,NULL,FEMALE,CSC404,NO,AVERAGE,6
14CO01,2,GOOD,NO,MULTIPLE,NO,4,'UPTO 1 HRS',NUCLEAR,'LESS THAN 1 LAKH',2,1,SERVICE,HOUSEWIFE,'NO CHALLENGES',OPEN,URDU,7,DISTINCTION,'FRIST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC306,NO,AVERAGE,6
13CO28,3,AVERAGE,NO,PARENTS,NO,3,'UPTO 1 HRS',NUCLEAR,'2 TO 2.99 LAKHS',4,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,DISTINCTION,'FIRST CLASS',VERNACULAR,RAIGAD,NULL,MALE,CSC403,NO,GOOD,6
14DCO61,2,GOOD,NO,PARENTS,NO,4,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,3,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC303,YES,AVERAGE,6
14DCO58,2,EXCELLENT,NO,SCHOLARSHIP,NO,3,'1 TO 2 HOURS',NUCLEAR,'LESS THAN 1 LAKH',3,2,'NO JOB',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,5,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,MALE,CPC504,NO,AVERAGE,6
14DCO66,1,POOR,NO,RELATIVES,NO,4,'2 TO 3 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,0,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,MALE,CSC306,NO,POOR,6
14DCO52,0,GOOD,NO,SCHOLARSHIP,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,2,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC403,NO,EXCELLENT,7
14CO08,3,GOOD,NO,PARENTS,NO,4,'MORE THAN 3 HOURS',NUCLEAR,'3 TO 3.99 LAKHS',4,3,BUSINESS,BUSINESS,'NO PROBLEM',OPEN,MARATHI,4,DISTINCTION,'SECOND CLASS',ENGLISH,NULL,NULL,FEMALE,CSC304,NO,EXCELLENT,7
12CO06,1,AVERAGE,NO,PARENTS,YES,3,1,NUCLEAR,'4 TO 4.99 LAKHS',3,1,'DEFENCE SERVICE(AIRFORCE)',HOUSEWIFE,NONE,GENERAL,HINDI,5,DISTINCTION,'SECOND CLASS',ENGLISH,MUMBAI,NULL,FEMALE,CSC406,NO,POOR,7
12CO25,2,GOOD,NO,PARENTS,YES,2,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,4,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,0,'FIRST CLASS','FIRST CLASS',ENGLISH,'NAVI MUMBAI',NULL,MALE,CSC402,NO,GOOD,7
13CO23,2,GOOD,NO,PARENTS,NO,2,'1 TO 2 HOURS',NUCLEAR,'1 TO 1.99 LAKHS',1,1,'NO JOB',HOUSEWIFE,'NO PROBLEM',OPEN,URDU,2,'FIRST CLASS','FIRST CLASS',ENGLISH,THANE,NULL,MALE,CSC406,NO,AVERAGE,7
14CO03,3,GOOD,NO,PARENTS,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,SERVICE,HOUSEWIFE,'NO CHALLENGES',OPEN,GUJARATI,3,'FIRST CLASS','FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC303,NO,EXCELLENT,7
14DCO52,0,GOOD,NO,SCHOLARSHIP,NO,4,'2 TO 3 HOURS',NUCLEAR,'LESS THAN 1 LAKH',1,1,'SALARIED EMPLOYEE',HOUSEWIFE,'NO PROBLEM',OPEN,HINDI,2,DISTINCTION,'FIRST CLASS',ENGLISH,NULL,NULL,FEMALE,CSC404,NO,AVERAGE,7
